/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/59807.webm 75
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/53092.webm 41
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/64744.webm 7
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/160067.webm 81
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/79540.webm 19
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/61892.webm 96
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/158357.webm 21
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/161236.webm 98
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/52670.webm 96
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/131252.webm 82
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/12644.webm 97
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/50673.webm 59
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/50749.webm 75
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/72922.webm 7
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/54102.webm 31
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/163283.webm 26
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/35280.webm 98
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/104685.webm 100
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/201692.webm 73
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/105046.webm 59
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/1232.webm 41
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/62405.webm 63
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/189273.webm 16
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/83995.webm 59
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/193682.webm 86
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/86468.webm 46
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/30243.webm 36
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/99146.webm 38
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/29250.webm 83
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/219653.webm 31
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/40989.webm 20
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/217703.webm 61
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/11923.webm 52
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/162328.webm 42
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/56962.webm 45
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/102925.webm 62
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/68750.webm 2
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/102109.webm 15
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/113782.webm 18
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/42870.webm 58
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/122630.webm 53
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/34851.webm 91
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/90418.webm 84
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/162161.webm 34
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/58220.webm 48
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/200858.webm 88
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/109898.webm 40
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/212311.webm 72
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/128889.webm 43
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/97734.webm 62
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/83683.webm 64
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/25085.webm 66
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/29076.webm 58
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/94826.webm 56
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/133827.webm 31
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/56410.webm 16
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/108174.webm 55
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/204016.webm 31
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/67647.webm 51
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/165542.webm 73
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/196123.webm 87
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/189803.webm 62
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/202068.webm 71
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/151636.webm 3
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/70768.webm 3
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/98439.webm 62
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/72232.webm 94
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/209446.webm 6
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/25063.webm 55
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/101592.webm 73
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/126162.webm 71
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/59103.webm 15
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/131432.webm 35
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/213473.webm 66
